,Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
17494,Philippines,Mamburao,34,Good,1,Good,18,Good,0,Good,34,Good
17495,Philippines,Mankayan,31,Good,1,Good,21,Good,3,Good,31,Good
17496,Cuba,Mantua,37,Good,0,Good,37,Good,0,Good,15,Good
17497,Tunisia,Manzil Bu Ruqaybah,91,Moderate,1,Good,91,Moderate,1,Good,22,Good
17498,Iran,Marand,86,Moderate,1,Good,44,Good,0,Good,86,Moderate
17499,Turkey,Mardin,58,Moderate,1,Good,46,Good,0,Good,58,Moderate
17500,Indonesia,Margasari,187,Unhealthy,10,Good,8,Good,25,Good,187,Unhealthy
17501,UK,Clydebank,37,Good,1,Good,35,Good,1,Good,37,Good
17502,USA,Cocoa,63,Moderate,1,Good,63,Moderate,2,Good,30,Good
17503,USA,Coffeyville,52,Moderate,1,Good,45,Good,1,Good,52,Moderate
17504,Honduras,Comayagua,55,Moderate,1,Good,21,Good,0,Good,55,Moderate
17505,USA,Culver City,131,Unhealthy(SG),3,Good,12,Good,28,Good,131,Unhealthy(SG)
17506,Poland,Dabrowa Gornicza,59,Moderate,1,Good,44,Good,1,Good,59,Moderate
17507,Vietnam,Phu Ly,164,Unhealthy,8,Good,26,Good,18,Good,164,Unhealthy
17508,Brazil,Pirapora Do Bom Jesus,106,Unhealthy(SG),2,Good,24,Good,5,Good,106,Unhealthy(SG)
17509,Brazil,Piraquara,40,Good,1,Good,17,Good,1,Good,40,Good
17510,India,Pithoragarh,94,Moderate,2,Good,27,Good,3,Good,94,Moderate
17511,Germany,Plon,42,Good,1,Good,42,Good,0,Good,26,Good
17512,USA,Pooler,76,Moderate,2,Good,76,Moderate,2,Good,38,Good
17513,Mexico,Progreso,60,Moderate,1,Good,28,Good,0,Good,60,Moderate
17514,Chile,Puerto Varas,23,Good,1,Good,23,Good,1,Good,17,Good
17515,Poland,Pultusk,39,Good,1,Good,39,Good,0,Good,20,Good
17516,India,Purna,178,Unhealthy,1,Good,39,Good,2,Good,178,Unhealthy
17517,Canada,Quebec,25,Good,1,Good,25,Good,0,Good,8,Good
17518,Poland,Radom,44,Good,1,Good,44,Good,0,Good,38,Good
17519,India,Raichur,135,Unhealthy(SG),2,Good,33,Good,9,Good,135,Unhealthy(SG)
17520,India,Raipur,169,Unhealthy,1,Good,30,Good,2,Good,169,Unhealthy
17521,USA,Opelika,49,Good,1,Good,49,Good,3,Good,49,Good
17522,Belarus,Orsha,36,Good,1,Good,36,Good,0,Good,20,Good
17523,Portugal,Ovar,41,Good,0,Good,41,Good,0,Good,20,Good
17524,Philippines,Padada,89,Moderate,1,Good,13,Good,3,Good,89,Moderate
17525,India,Palitana,100,Unhealthy(SG),1,Good,31,Good,0,Good,100,Unhealthy(SG)
17526,USA,Palmdale,64,Moderate,1,Good,38,Good,5,Good,64,Moderate
17527,Brazil,Palmital,50,Good,1,Good,24,Good,0,Good,50,Good
17528,Italy,Palo Del Colle,57,Moderate,1,Good,57,Moderate,0,Good,52,Moderate
17529,Philippines,Panacan,14,Good,1,Good,14,Good,0,Good,10,Good
17530,India,Panchla,192,Unhealthy,9,Good,5,Good,23,Good,192,Unhealthy
17531,Greece,Patrai,121,Unhealthy(SG),1,Good,44,Good,0,Good,121,Unhealthy(SG)
17532,Brazil,Pelotas,21,Good,0,Good,21,Good,1,Good,19,Good
17533,India,Periyapatti,66,Moderate,1,Good,18,Good,4,Good,66,Moderate
17534,Canada,Peterborough,38,Good,1,Good,25,Good,0,Good,38,Good
17535,France,Petit Bourg,50,Good,0,Good,28,Good,0,Good,50,Good
17536,USA,Morris,54,Moderate,1,Good,24,Good,9,Good,54,Moderate
17537,Tanzania,Mtinko,20,Good,0,Good,14,Good,0,Good,20,Good
17538,Mexico,Muzquiz,65,Moderate,1,Good,32,Good,0,Good,65,Moderate
17539,Japan,Naka,74,Moderate,1,Good,74,Moderate,1,Good,27,Good
17540,USA,Nanuet,60,Moderate,1,Good,25,Good,11,Good,60,Moderate
17541,Tanzania,Nanyamba,42,Good,0,Good,18,Good,0,Good,42,Good
17542,USA,Naugatuck,53,Moderate,1,Good,29,Good,8,Good,53,Moderate
17543,Japan,Niiza,62,Moderate,1,Good,62,Moderate,3,Good,41,Good
17544,USA,North Miami Beach,57,Moderate,1,Good,12,Good,13,Good,57,Moderate
17545,Italy,Novi Ligure,56,Moderate,1,Good,33,Good,3,Good,56,Moderate
17546,Mexico,Ojo Caliente,24,Good,1,Good,19,Good,1,Good,24,Good
17547,Netherlands,Oldebroek,33,Good,0,Good,33,Good,1,Good,27,Good
17548,India,Takhatgarh,187,Unhealthy,0,Good,34,Good,0,Good,187,Unhealthy
17549,Brazil,Tanabi,29,Good,1,Good,12,Good,2,Good,29,Good
17550,Philippines,Tanauan,63,Moderate,1,Good,23,Good,0,Good,63,Moderate
17551,Spain,Tarazona,38,Good,0,Good,38,Good,0,Good,28,Good
17552,Indonesia,Tasikmalaya,56,Moderate,1,Good,27,Good,0,Good,56,Moderate
17553,USA,Temple,41,Good,0,Good,22,Good,2,Good,41,Good
17554,China,Tengzhou,165,Unhealthy,3,Good,165,Unhealthy,2,Good,85,Moderate
17555,Mexico,Tesistan,74,Moderate,2,Good,2,Good,9,Good,74,Moderate
17556,Myanmar,Thayetmyo,37,Good,0,Good,25,Good,0,Good,37,Good
17557,Mexico,Tihuatlan,95,Moderate,2,Good,24,Good,4,Good,95,Moderate
17558,Canada,Timmins,56,Moderate,1,Good,33,Good,0,Good,56,Moderate
17559,India,Tiruvallur,67,Moderate,1,Good,33,Good,0,Good,67,Moderate
17560,Japan,Toba,50,Good,1,Good,50,Good,1,Good,22,Good
17561,Venezuela,Villa Bruzual,81,Moderate,2,Good,9,Good,5,Good,81,Moderate
17562,USA,Virginia Beach,46,Good,1,Good,46,Good,2,Good,26,Good
17563,Brazil,Vitoria Do Mearim,39,Good,1,Good,4,Good,1,Good,39,Good
17564,Czechia,Vlasim,57,Moderate,1,Good,22,Good,4,Good,57,Moderate
17565,Russia,Vostochnyy,51,Moderate,1,Good,27,Good,12,Good,51,Moderate
17566,USA,Wantagh,58,Moderate,1,Good,27,Good,12,Good,58,Moderate
17567,Nigeria,Warri,202,Very Unhealthy,16,Good,1,Good,8,Good,202,Very Unhealthy
17568,France,We,27,Good,0,Good,27,Good,0,Good,11,Good
17569,Spain,Tortosa,42,Good,0,Good,42,Good,0,Good,23,Good
17570,Japan,Toyoshina,42,Good,1,Good,42,Good,0,Good,15,Good
17571,Italy,Travagliato,62,Moderate,1,Good,36,Good,3,Good,62,Moderate
17572,Bosnia and Herzegovina,Travnik,73,Moderate,1,Good,28,Good,1,Good,73,Moderate
17573,Italy,Trentola Ducenta,50,Good,1,Good,50,Good,1,Good,34,Good
17574,Brazil,Trindade,23,Good,0,Good,15,Good,0,Good,23,Good
17575,Czechia,Trutnov,45,Good,1,Good,23,Good,2,Good,45,Good
17576,Turkey,Turgutlu,42,Good,1,Good,42,Good,1,Good,32,Good
17578,Nigeria,Uga,154,Unhealthy,8,Good,19,Good,6,Good,154,Unhealthy
17579,Portugal,Unhos,45,Good,1,Good,38,Good,2,Good,45,Good
17580,Russia,Ustyuzhna,25,Good,1,Good,25,Good,0,Good,17,Good
17581,France,Vanves,35,Good,1,Good,27,Good,3,Good,35,Good
17582,Russia,Verkhnyaya Salda,37,Good,1,Good,37,Good,0,Good,26,Good
17583,Nigeria,Onitsha,213,Very Unhealthy,11,Good,8,Good,11,Good,213,Very Unhealthy
17584,Romania,Otopeni,63,Moderate,1,Good,42,Good,4,Good,63,Moderate
17585,Hungary,Ozd,56,Moderate,1,Good,36,Good,1,Good,56,Moderate
17586,Brazil,Pacaembu,29,Good,1,Good,11,Good,0,Good,29,Good
17587,UK,Paisley,25,Good,1,Good,25,Good,4,Good,22,Good
17588,Guatemala,Palin,92,Moderate,4,Good,5,Good,13,Good,92,Moderate
17589,Greece,Pallini,59,Moderate,2,Good,32,Good,13,Good,59,Moderate
17590,USA,Palm Harbor,45,Good,1,Good,37,Good,7,Good,45,Good
17591,Thailand,Prachuap Khiri Khan,28,Good,0,Good,17,Good,0,Good,28,Good
17592,Brazil,Presidente Medici,30,Good,1,Good,6,Good,1,Good,30,Good
17594,Colombia,Puerto Wilches,55,Moderate,2,Good,6,Good,2,Good,55,Moderate
17595,Indonesia,Purwodadi,69,Moderate,1,Good,49,Good,0,Good,69,Moderate
17596,Italy,Qualiano,51,Moderate,1,Good,51,Moderate,1,Good,35,Good
17597,India,Raisen,153,Unhealthy,1,Good,36,Good,0,Good,153,Unhealthy
17598,Finland,Raisio,29,Good,1,Good,29,Good,3,Good,9,Good
17599,Estonia,Rakvere,28,Good,1,Good,28,Good,1,Good,12,Good
17600,Poland,Rawa Mazowiecka,32,Good,1,Good,32,Good,1,Good,32,Good
17601,India,Rayachoti,75,Moderate,0,Good,26,Good,0,Good,75,Moderate
17602,Italy,Reggello,40,Good,1,Good,40,Good,1,Good,23,Good
17603,Germany,Renningen,33,Good,1,Good,27,Good,2,Good,33,Good
17604,USA,Richton Park,68,Moderate,2,Good,18,Good,15,Good,68,Moderate
17605,USA,Rockville,54,Moderate,1,Good,30,Good,5,Good,54,Moderate
17606,UK,Royal Tunbridge Wells,28,Good,1,Good,23,Good,6,Good,28,Good
17607,Albania,Rreshen,71,Moderate,1,Good,45,Good,1,Good,71,Moderate
17608,Japan,Ryuo,44,Good,1,Good,44,Good,0,Good,18,Good
17609,Russia,Rzhev,32,Good,0,Good,32,Good,0,Good,10,Good
17610,France,Salon De Provence,51,Moderate,1,Good,29,Good,2,Good,51,Moderate
17611,Italy,Saluzzo,60,Moderate,1,Good,20,Good,3,Good,60,Moderate
17612,Guatemala,San Pedro Carcha,73,Moderate,3,Good,2,Good,6,Good,73,Moderate
17613,Japan,Sanjo,41,Good,1,Good,41,Good,0,Good,32,Good
17614,Brazil,Santana Do Ipanema,33,Good,0,Good,12,Good,1,Good,33,Good
17615,Brazil,Sao Joao De Pirabas,24,Good,0,Good,16,Good,0,Good,24,Good
17616,USA,Westbrook,49,Good,1,Good,49,Good,2,Good,26,Good
17617,Uganda,Wobulenzi,85,Moderate,3,Good,19,Good,1,Good,85,Moderate
17618,Germany,Wolfhagen,32,Good,0,Good,28,Good,1,Good,32,Good
17619,USA,Wooster,55,Moderate,1,Good,41,Good,2,Good,55,Moderate
17620,China,Yangcun,152,Unhealthy,4,Good,87,Moderate,12,Good,152,Unhealthy
17621,Nigeria,Yenagoa,164,Unhealthy,8,Good,16,Good,6,Good,164,Unhealthy
17622,China,Yibin,151,Unhealthy,5,Good,88,Moderate,7,Good,151,Unhealthy
17623,Mali,Yorosso,27,Good,1,Good,12,Good,0,Good,27,Good
17624,Russia,Yuzhnouralsk,39,Good,1,Good,39,Good,0,Good,14,Good
17625,Russia,Zheleznodorozhnyy,29,Good,1,Good,29,Good,0,Good,27,Good
17626,Brazil,Paracambi,163,Unhealthy,7,Good,0,Good,20,Good,163,Unhealthy
17627,Benin,Parakou,60,Moderate,2,Good,18,Good,0,Good,60,Moderate
17628,Brazil,Paratinga,19,Good,0,Good,12,Good,1,Good,19,Good
17629,Brazil,Passo Fundo,19,Good,0,Good,19,Good,0,Good,13,Good
17630,Indonesia,Pati,79,Moderate,2,Good,67,Moderate,1,Good,79,Moderate
17631,France,Pau,33,Good,1,Good,33,Good,1,Good,24,Good
17632,USA,Pecan Grove,36,Good,0,Good,17,Good,7,Good,36,Good
17633,Italy,Piazzola Sul Brenta,62,Moderate,1,Good,28,Good,6,Good,62,Moderate
17634,Italy,Pietrasanta,41,Good,1,Good,41,Good,2,Good,16,Good
17635,Philippines,Pililla,50,Good,1,Good,26,Good,1,Good,50,Good
17636,USA,Plantation,58,Moderate,1,Good,10,Good,15,Good,58,Moderate
17637,Spain,Plasencia,39,Good,0,Good,38,Good,1,Good,39,Good
17638,Germany,Plochingen,47,Good,1,Good,24,Good,3,Good,47,Good
17639,Italy,Scordia,57,Moderate,1,Good,37,Good,1,Good,57,Moderate
17640,USA,Seminole,42,Good,1,Good,40,Good,6,Good,42,Good
17641,Russia,Sergiyev Posad,32,Good,1,Good,32,Good,2,Good,21,Good
17642,Pakistan,Shujaabad,196,Unhealthy,1,Good,94,Moderate,1,Good,196,Unhealthy
17643,Germany,Sinzig,34,Good,0,Good,25,Good,3,Good,34,Good
17644,Armenia,Artashat,56,Moderate,1,Good,38,Good,0,Good,56,Moderate
17645,Iran,Ashtian,190,Unhealthy,3,Good,190,Unhealthy,2,Good,157,Unhealthy
17646,Kyrgyzstan,At Bashi,66,Moderate,0,Good,38,Good,0,Good,66,Moderate
17647,USA,Avon,44,Good,1,Good,30,Good,8,Good,44,Good
17648,Romania,Baicoi,41,Good,1,Good,41,Good,0,Good,41,Good
17649,Ukraine,Balta,65,Moderate,1,Good,43,Good,0,Good,65,Moderate
17650,India,Baragaon,324,Hazardous,1,Good,51,Moderate,1,Good,264,Very Unhealthy
17651,India,Barpali,164,Unhealthy,1,Good,67,Moderate,0,Good,164,Unhealthy
17652,USA,Barstow,62,Moderate,1,Good,45,Good,3,Good,62,Moderate
17653,USA,Bay City,41,Good,1,Good,21,Good,5,Good,41,Good
17654,France,Bernissart,37,Good,1,Good,24,Good,3,Good,37,Good
17655,Madagascar,Betioky,22,Good,0,Good,22,Good,0,Good,10,Good
17656,Germany,Birkenfeld,31,Good,0,Good,31,Good,1,Good,27,Good
17657,Democratic Republic of the Congo,Bondo,74,Moderate,2,Good,10,Good,0,Good,74,Moderate
17658,Central African Republic,Bouar,35,Good,2,Good,17,Good,0,Good,35,Good
17659,Belgium,Brugge,37,Good,1,Good,25,Good,3,Good,37,Good
17660,Uganda,Bugiri,157,Unhealthy,5,Good,23,Good,1,Good,157,Unhealthy
17661,Netherlands,Bunnik,40,Good,1,Good,26,Good,5,Good,40,Good
17662,Brazil,Buri,24,Good,0,Good,24,Good,0,Good,21,Good
17663,Turkmenistan,Buzmeyin,110,Unhealthy(SG),1,Good,40,Good,0,Good,110,Unhealthy(SG)
17664,Ecuador,Calceta,41,Good,1,Good,17,Good,2,Good,41,Good
17665,Italy,Campobasso,40,Good,1,Good,40,Good,2,Good,29,Good
17666,Brazil,Campos Novos,18,Good,0,Good,13,Good,1,Good,18,Good
17667,Brazil,Capinopolis,27,Good,1,Good,7,Good,0,Good,27,Good
17668,Turkey,Carsamba,35,Good,1,Good,35,Good,0,Good,29,Good
17669,Brazil,Castelo,33,Good,1,Good,11,Good,1,Good,33,Good
17670,Spain,Castrillon,30,Good,0,Good,30,Good,2,Good,27,Good
17671,Laos,Champasak,47,Good,0,Good,22,Good,0,Good,47,Good
17672,Thailand,Chon Buri,51,Moderate,0,Good,21,Good,0,Good,51,Moderate
17673,USA,South Sioux City,55,Moderate,1,Good,14,Good,12,Good,55,Moderate
17674,Canada,Spruce Grove,41,Good,1,Good,10,Good,13,Good,41,Good
17675,India,Srivardhan,101,Unhealthy(SG),0,Good,21,Good,0,Good,101,Unhealthy(SG)
17676,Germany,Stuttgart,38,Good,1,Good,23,Good,3,Good,38,Good
17677,Japan,Suita,46,Good,1,Good,46,Good,0,Good,22,Good
17678,USA,Sumter,55,Moderate,2,Good,14,Good,11,Good,55,Moderate
17679,India,Achalpur,150,Unhealthy,1,Good,38,Good,0,Good,150,Unhealthy
17680,Mexico,Agua Prieta,70,Moderate,2,Good,15,Good,7,Good,70,Moderate
17681,Pakistan,Ahmadpur Sial,263,Very Unhealthy,1,Good,58,Moderate,1,Good,263,Very Unhealthy
17682,Japan,Ako,36,Good,1,Good,36,Good,3,Good,27,Good
17683,Spain,Albal,34,Good,0,Good,34,Good,0,Good,19,Good
17684,India,Ambajogai,147,Unhealthy(SG),1,Good,35,Good,0,Good,147,Unhealthy(SG)
17685,Madagascar,Arivonimamo,21,Good,0,Good,21,Good,0,Good,17,Good
17686,USA,Vadnais Heights,52,Moderate,1,Good,32,Good,5,Good,52,Moderate
17687,Finland,Vammala,34,Good,1,Good,34,Good,0,Good,17,Good
17688,Finland,Varkaus,32,Good,1,Good,32,Good,0,Good,14,Good
17689,Sweden,Vasterhaninge,29,Good,1,Good,29,Good,0,Good,9,Good
17690,Madagascar,Vavatenina,35,Good,1,Good,16,Good,0,Good,35,Good
17691,Germany,Velen,56,Moderate,1,Good,16,Good,10,Good,56,Moderate
17692,Spain,Velez Malaga,51,Moderate,2,Good,16,Good,8,Good,51,Moderate
17693,Russia,Velikie Luki,44,Good,1,Good,33,Good,0,Good,44,Good
17694,Russia,Velsk,25,Good,1,Good,25,Good,0,Good,25,Good
17695,Germany,Verl,70,Moderate,2,Good,35,Good,6,Good,70,Moderate
17696,Poland,Debno,38,Good,0,Good,32,Good,1,Good,38,Good
17697,Germany,Ditzingen,62,Moderate,1,Good,26,Good,3,Good,62,Moderate
17698,Canada,Duncan,29,Good,1,Good,29,Good,3,Good,18,Good
17699,USA,East Bridgewater,38,Good,1,Good,23,Good,9,Good,38,Good
17700,Brazil,Itabaiana,51,Moderate,1,Good,14,Good,4,Good,51,Moderate
17701,Brazil,Ituverava,36,Good,1,Good,10,Good,1,Good,36,Good
17702,South Africa,Jan Kempdorp,97,Moderate,3,Good,13,Good,8,Good,97,Moderate
17703,Serbia,Gnjilane,63,Moderate,2,Good,27,Good,4,Good,63,Moderate
17704,India,Gola Bazar,242,Very Unhealthy,4,Good,169,Unhealthy,2,Good,242,Very Unhealthy
17705,Mexico,Gomez Palacio,89,Moderate,1,Good,26,Good,0,Good,89,Moderate
17706,Portugal,Grijo,34,Good,1,Good,23,Good,4,Good,34,Good
17707,USA,Gulf Gate Estates,42,Good,1,Good,30,Good,8,Good,42,Good
17708,India,Masila,198,Unhealthy,3,Good,94,Moderate,4,Good,198,Unhealthy
17709,Senegal,Matam,113,Unhealthy(SG),1,Good,15,Good,2,Good,113,Unhealthy(SG)
17710,Tanzania,Matamba,24,Good,1,Good,13,Good,0,Good,24,Good
17711,Brazil,Matozinhos,155,Unhealthy,6,Good,0,Good,6,Good,155,Unhealthy
17712,Tanzania,Matui,21,Good,0,Good,17,Good,0,Good,21,Good
17713,India,Mauganj,216,Very Unhealthy,1,Good,43,Good,0,Good,216,Very Unhealthy
17714,Russia,Mayma,34,Good,1,Good,34,Good,0,Good,21,Good
17715,Russia,Mayskiy,39,Good,1,Good,39,Good,1,Good,38,Good
17716,USA,Melbourne,39,Good,1,Good,22,Good,6,Good,39,Good
17717,Malaysia,Mersing,63,Moderate,1,Good,36,Good,0,Good,63,Moderate
17718,Poland,Miastko,32,Good,1,Good,32,Good,0,Good,29,Good
17719,USA,Missoula,34,Good,1,Good,13,Good,6,Good,34,Good
17720,Pakistan,Mithi,196,Unhealthy,1,Good,37,Good,0,Good,196,Unhealthy
17721,Myanmar,Mogok,22,Good,0,Good,22,Good,0,Good,16,Good
17722,France,Mont De Marsan,43,Good,1,Good,36,Good,1,Good,43,Good
17723,Switzerland,Montreux,54,Moderate,1,Good,27,Good,2,Good,54,Moderate
17725,Spain,Monzon,26,Good,1,Good,24,Good,2,Good,26,Good
17726,USA,Lake Ronkonkoma,52,Moderate,1,Good,26,Good,13,Good,52,Moderate
17728,India,Leh,30,Good,0,Good,30,Good,0,Good,17,Good
17729,USA,Leisure City,58,Moderate,1,Good,16,Good,9,Good,58,Moderate
17730,Poland,Leszno,31,Good,1,Good,26,Good,2,Good,31,Good
17731,USA,Louisville,84,Moderate,1,Good,37,Good,4,Good,84,Moderate
17732,Czechia,Louny,51,Moderate,1,Good,23,Good,6,Good,51,Moderate
17733,India,Mahalingpur,88,Moderate,0,Good,25,Good,0,Good,88,Moderate
17734,Nepal,Mahendranagar,109,Unhealthy(SG),2,Good,109,Unhealthy(SG),0,Good,108,Unhealthy(SG)
17735,India,Majalgaon,125,Unhealthy(SG),1,Good,35,Good,0,Good,125,Unhealthy(SG)
17736,India,Malaut,500,Hazardous,1,Good,43,Good,2,Good,487,Hazardous
17738,India,Mamallapuram,84,Moderate,1,Good,34,Good,1,Good,84,Moderate
17739,Turkey,Manavgat,51,Moderate,2,Good,29,Good,3,Good,51,Moderate
17740,Brazil,Maraial,36,Good,0,Good,16,Good,2,Good,36,Good
17741,India,Kannad,132,Unhealthy(SG),1,Good,34,Good,0,Good,132,Unhealthy(SG)
17742,India,Katangi,153,Unhealthy,1,Good,38,Good,0,Good,153,Unhealthy
17743,USA,Kennett,79,Moderate,2,Good,18,Good,8,Good,79,Moderate
17744,France,Illkirch Graffenstaden,33,Good,1,Good,26,Good,2,Good,33,Good
17745,Turkey,Imamoglu,69,Moderate,1,Good,31,Good,3,Good,69,Moderate
17746,USA,Irondequoit,45,Good,1,Good,34,Good,5,Good,45,Good
17747,Japan,Isawa,44,Good,1,Good,44,Good,0,Good,22,Good
17748,USA,Issaquah,64,Moderate,2,Good,16,Good,14,Good,64,Moderate
17749,Brazil,Itaberaba,16,Good,0,Good,11,Good,0,Good,16,Good
17750,Japan,Iwatsuki,52,Moderate,1,Good,52,Moderate,3,Good,28,Good
17751,India,Jammalamadugu,54,Moderate,0,Good,26,Good,0,Good,54,Moderate
17752,Poland,Jaroslaw,51,Moderate,1,Good,21,Good,3,Good,51,Moderate
17753,Cuba,Jatibonico,51,Moderate,1,Good,21,Good,2,Good,51,Moderate
17754,USA,Jenks,52,Moderate,1,Good,31,Good,2,Good,52,Moderate
17755,India,Jhusi,210,Very Unhealthy,1,Good,42,Good,1,Good,210,Very Unhealthy
17756,Romania,Jimbolia,67,Moderate,1,Good,40,Good,0,Good,67,Moderate
17757,Jordan,Judayta,91,Moderate,1,Good,47,Good,3,Good,91,Moderate
17758,Argentina,Jujuy,29,Good,0,Good,9,Good,5,Good,29,Good
17759,Philippines,Kabacan,63,Moderate,1,Good,28,Good,0,Good,63,Moderate
17760,Afghanistan,Kabul,64,Moderate,0,Good,41,Good,0,Good,64,Moderate
17761,Japan,Hadano,67,Moderate,1,Good,67,Moderate,1,Good,43,Good
17762,USA,Hanford,58,Moderate,2,Good,12,Good,15,Good,58,Moderate
17763,Germany,Harsum,40,Good,0,Good,28,Good,2,Good,40,Good
17764,Belgium,Herstal,40,Good,1,Good,21,Good,5,Good,40,Good
17765,Ivory Coast,Hire,71,Moderate,2,Good,12,Good,0,Good,71,Moderate
17766,India,Igatpuri,133,Unhealthy(SG),1,Good,23,Good,1,Good,133,Unhealthy(SG)
17767,India,Kopaganj,224,Very Unhealthy,3,Good,138,Unhealthy(SG),2,Good,224,Very Unhealthy
17768,Russia,Kovdor,27,Good,1,Good,27,Good,0,Good,15,Good
17769,Serbia,Kovin,87,Moderate,1,Good,41,Good,3,Good,87,Moderate
17771,Russia,Kurgan,35,Good,1,Good,33,Good,0,Good,35,Good
17772,USA,La Canada Flintridge,122,Unhealthy(SG),4,Good,5,Good,36,Good,122,Unhealthy(SG)
17773,USA,La Riviera,68,Moderate,2,Good,30,Good,12,Good,68,Moderate
17774,France,La Roche Sur Yon,42,Good,1,Good,27,Good,2,Good,42,Good
17775,Pakistan,Topi,169,Unhealthy,3,Good,163,Unhealthy,1,Good,169,Unhealthy
17776,Azerbaijan,Tovuz,41,Good,1,Good,36,Good,0,Good,41,Good
17777,Japan,Toyooka,40,Good,1,Good,40,Good,0,Good,27,Good
17778,Australia,Traralgon,16,Good,0,Good,15,Good,7,Good,16,Good
17779,Brazil,Tres Coroas,28,Good,1,Good,17,Good,2,Good,28,Good
17780,Togo,Tsevie,90,Moderate,2,Good,15,Good,2,Good,90,Moderate
17781,Japan,Tsubame,67,Moderate,3,Good,42,Good,5,Good,67,Moderate
17782,USA,Tuskegee,59,Moderate,2,Good,26,Good,6,Good,59,Moderate
17783,Philippines,Tuyom,40,Good,1,Good,17,Good,0,Good,40,Good
17784,Netherlands,Tynaarlo,34,Good,1,Good,32,Good,3,Good,34,Good
17785,Costa Rica,Esparta,60,Moderate,1,Good,17,Good,6,Good,60,Moderate
17786,Ukraine,Feodosiya,42,Good,1,Good,42,Good,0,Good,20,Good
17787,Italy,Fermo,53,Moderate,2,Good,36,Good,8,Good,53,Moderate
17789,Comoros,Fomboni,26,Good,0,Good,26,Good,0,Good,23,Good
17790,Russia,Gzhatsk,30,Good,1,Good,30,Good,0,Good,10,Good
17791,Bangladesh,Habiganj,61,Moderate,3,Good,35,Good,2,Good,61,Moderate
17792,India,Akhnur,115,Unhealthy(SG),2,Good,115,Unhealthy(SG),0,Good,97,Moderate
17793,Cuba,Alquizar,60,Moderate,1,Good,26,Good,3,Good,60,Moderate
17794,USA,Amarillo,64,Moderate,1,Good,23,Good,3,Good,64,Moderate
17795,Germany,Amberg,42,Good,1,Good,35,Good,2,Good,42,Good
17796,USA,Anaheim,92,Moderate,3,Good,11,Good,31,Good,92,Moderate
17797,France,Annecy Le Vieux,65,Moderate,1,Good,29,Good,1,Good,65,Moderate
17798,Chile,Antofagasta,56,Moderate,1,Good,14,Good,2,Good,56,Moderate
17799,Belgium,Antwerp,39,Good,1,Good,30,Good,3,Good,39,Good
17800,Indonesia,Astanajapura,61,Moderate,1,Good,36,Good,0,Good,61,Moderate
17801,Italy,Avigliana,66,Moderate,1,Good,36,Good,1,Good,66,Moderate
17802,Turkey,Babaeski,42,Good,1,Good,42,Good,0,Good,14,Good
17803,Russia,Bachatskiy,37,Good,1,Good,37,Good,1,Good,34,Good
17804,India,Baduria,178,Unhealthy,6,Good,91,Moderate,7,Good,178,Unhealthy
17805,France,Baie Mahault,150,Unhealthy,0,Good,25,Good,0,Good,150,Unhealthy
17806,China,Baiyin,91,Moderate,1,Good,91,Moderate,0,Good,72,Moderate
17807,Russia,Balashov,37,Good,1,Good,37,Good,0,Good,26,Good
17808,Russia,Balezino,29,Good,1,Good,29,Good,0,Good,25,Good
17809,Brazil,Balsas,50,Good,1,Good,10,Good,0,Good,50,Good
17810,Venezuela,Barcelona,163,Unhealthy,4,Good,8,Good,8,Good,163,Unhealthy
17811,India,Barwaha,153,Unhealthy,1,Good,35,Good,0,Good,153,Unhealthy
17812,Uruguay,Canelones,36,Good,1,Good,18,Good,2,Good,36,Good
17813,Italy,Cassano Delle Murge,45,Good,1,Good,45,Good,2,Good,30,Good
17814,Italy,Castel San Giorgio,48,Good,2,Good,42,Good,6,Good,48,Good
17815,Myanmar,Chauk,23,Good,0,Good,23,Good,0,Good,18,Good
17816,Sri Lanka,Chavakachcheri,55,Moderate,0,Good,26,Good,0,Good,55,Moderate
17817,Zimbabwe,Chegutu,42,Good,1,Good,17,Good,0,Good,42,Good
17818,Italy,Chieti,55,Moderate,2,Good,36,Good,10,Good,55,Moderate
17819,Zambia,Chililabombwe,57,Moderate,1,Good,20,Good,0,Good,57,Moderate
17820,Guatemala,Chimaltenango,109,Unhealthy(SG),3,Good,9,Good,11,Good,109,Unhealthy(SG)
17821,Indonesia,Cikarang,132,Unhealthy(SG),3,Good,132,Unhealthy(SG),1,Good,127,Unhealthy(SG)
17822,Canada,Collingwood,41,Good,1,Good,30,Good,5,Good,41,Good
17823,USA,Columbine,73,Moderate,1,Good,9,Good,13,Good,73,Moderate
17824,France,Comines,46,Good,1,Good,30,Good,3,Good,46,Good
17825,Brazil,Conceicao Da Feira,35,Good,1,Good,13,Good,2,Good,35,Good
17826,Italy,Cormano,100,Unhealthy(SG),1,Good,35,Good,5,Good,100,Unhealthy(SG)
17827,Italy,Cortona,36,Good,1,Good,36,Good,2,Good,22,Good
17828,Brazil,Cruzilia,43,Good,1,Good,9,Good,3,Good,43,Good
17829,Ghana,Akwatia,150,Unhealthy,4,Good,8,Good,3,Good,150,Unhealthy
17830,USA,Alameda,67,Moderate,1,Good,22,Good,18,Good,67,Moderate
